Overall Place,Gender Place,Division Place,Name,BIB,Team,Half,Finish Net,Finish Gun
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Place Overall,Place Gender,Place Overall,Name,,,,,
5214,687,5214,"Buss, Fran","Team
–","Team
–","HALF
01:36:21","Finish Net
03:12:52","Finish Gun
03:15:57"
5215,688,5215,"Skrastin, Nicola","Team
–","Team
–","HALF
01:31:52","Finish Net
03:12:52","Finish Gun
03:15:10"
5218,689,5218,"Gonzalez, Luisa","Team
–","Team
–","HALF
01:35:36","Finish Net
03:12:53","Finish Gun
03:16:48"
5221,690,5221,"Burdulis, Julia","Team
–","Team
–","HALF
01:32:47","Finish Net
03:12:54","Finish Gun
03:14:30"
5225,691,5225,"Van Andel, Kristin","Team
–","Team
–","HALF
01:35:03","Finish Net
03:12:54","Finish Gun
03:13:47"
5230,692,5230,"Hanley, Jessica","Team
–","Team
–","HALF
01:33:53","Finish Net
03:12:56","Finish Gun
03:15:07"
5231,693,5231,"Tayeri, Sarah","Team
–","Team
–","HALF
01:35:24","Finish Net
03:12:56","Finish Gun
03:17:52"
5233,694,5233,"Hatton, Erin","Team
–","Team
–","HALF
01:35:20","Finish Net
03:12:57","Finish Gun
03:17:04"
5238,695,5238,"Atkins, Sara","Team
–","Team
–","HALF
01:33:02","Finish Net
03:12:58","Finish Gun
03:14:05"
5248,696,5248,"Embretson, Aryn","Team
–","Team
–","HALF
01:30:51","Finish Net
03:13:01","Finish Gun
03:17:44"
5249,697,5249,"O'Neill, Candice","Team
–","Team
–","HALF
01:32:56","Finish Net
03:13:02","Finish Gun
03:15:21"
5256,698,5256,"Marchiori, Isabela","Team
–","Team
–","HALF
01:36:20","Finish Net
03:13:06","Finish Gun
03:19:01"
5257,699,5257,"Mcmanus, Lefler","Team
–","Team
–","HALF
01:35:23","Finish Net
03:13:06","Finish Gun
03:19:01"
5258,700,5258,"Curry, Julia","Team
–","Team
–","HALF
01:35:35","Finish Net
03:13:06","Finish Gun
03:16:53"
5264,701,5264,"Shenstone-Harris, Claire","Team
–","Team
–","HALF
01:36:27","Finish Net
03:13:08","Finish Gun
03:18:26"
5265,702,5265,"Delieutraz, Ana","Team
–","Team
–","HALF
01:36:43","Finish Net
03:13:08","Finish Gun
03:20:25"
5276,703,5276,"Bocage, Clarissa","Team
–","Team
–","HALF
01:35:37","Finish Net
03:13:11","Finish Gun
03:13:38"
5280,704,5280,"Brown, Amy","Team
–","Team
–","HALF
01:29:49","Finish Net
03:13:12","Finish Gun
03:13:43"
5283,705,5283,"Cuthill, Laura-Ashley","Team
–","Team
–","HALF
01:30:15","Finish Net
03:13:14","Finish Gun
03:14:23"
5284,706,5284,"Silva, Isabel","Team
–","Team
–","HALF
01:34:36","Finish Net
03:13:14","Finish Gun
03:19:41"
5288,707,5288,"Panepento, Mary","Team
–","Team
–","HALF
01:34:43","Finish Net
03:13:15","Finish Gun
03:20:44"
5289,708,5289,"Schwein, Alexandra","Team
–","Team
–","HALF
01:38:00","Finish Net
03:13:15","Finish Gun
03:13:38"
5293,709,5293,"Salem, Amory","Team
Cambridge Sports Union","Team
Cambridge Sports Union","HALF
01:31:27","Finish Net
03:13:17","Finish Gun
03:13:47"
5295,710,5295,"Mccarthy, Chelsey","Team
–","Team
–","HALF
01:35:01","Finish Net
03:13:18","Finish Gun
03:18:48"
5296,711,5296,"Dietz, Kristan","Team
–","Team
–","HALF
01:38:04","Finish Net
03:13:18","Finish Gun
03:19:34"
5300,712,5300,"Schaeffer, Emily","Team
–","Team
–","HALF
01:31:23","Finish Net
03:13:18","Finish Gun
03:19:43"
5301,713,5301,"Carrillo, Natasha","Team
–","Team
–","HALF
01:32:25","Finish Net
03:13:19","Finish Gun
03:13:48"
5302,714,5302,"Kuehn, Sally","Team
–","Team
–","HALF
01:31:21","Finish Net
03:13:19","Finish Gun
03:18:56"
5306,715,5306,"Henstrom, Stephanie","Team
–","Team
–","HALF
01:33:43","Finish Net
03:13:20","Finish Gun
03:14:20"
5310,716,5310,"Thiel, Gillian","Team
–","Team
–","HALF
01:33:37","Finish Net
03:13:21","Finish Gun
03:15:56"
5318,717,5318,"Prendergast, Kristen","Team
Shore Athletic Club","Team
Shore Athletic Club","HALF
01:32:48","Finish Net
03:13:23","Finish Gun
03:14:02"
5325,718,5325,"Murphy, Jennifer","Team
–","Team
–","HALF
01:34:25","Finish Net
03:13:25","Finish Gun
03:21:48"
5327,719,5327,"Nguyen, Kelsey","Team
–","Team
–","HALF
01:29:41","Finish Net
03:13:26","Finish Gun
03:14:59"
5328,720,5328,"Smith, Maya","Team
–","Team
–","HALF
01:28:59","Finish Net
03:13:26","Finish Gun
03:21:11"
5332,721,5332,"Almaraz, Georgina","Team
–","Team
–","HALF
01:34:19","Finish Net
03:13:27","Finish Gun
03:16:20"
5336,722,5336,"Hall, Alexys","Team
–","Team
–","HALF
01:32:58","Finish Net
03:13:28","Finish Gun
03:16:15"
5343,723,5343,"Mcvan, Tess","Team
–","Team
–","HALF
01:32:17","Finish Net
03:13:29","Finish Gun
03:20:19"
5351,724,5351,"Bondi, Chiara","Team
–","Team
–","HALF
01:33:58","Finish Net
03:13:31","Finish Gun
03:15:51"
5368,725,5368,"Santa Cruz, Heidi","Team
–","Team
–","HALF
01:30:51","Finish Net
03:13:35","Finish Gun
03:14:06"
5374,726,5374,"Kary, Lindsay","Team
–","Team
–","HALF
01:27:55","Finish Net
03:13:37","Finish Gun
03:14:26"
5376,727,5376,"Fineman, Melanie","Team
–","Team
–","HALF
01:35:39","Finish Net
03:13:37","Finish Gun
03:17:33"
5379,728,5379,"Peterson, Jordan","Team
–","Team
–","HALF
01:27:10","Finish Net
03:13:37","Finish Gun
03:17:05"
5386,729,5386,"Tracy, Rebecca","Team
–","Team
–","HALF
01:28:18","Finish Net
03:13:39","Finish Gun
03:18:15"
5391,730,5391,"Romond, Laena","Team
–","Team
–","HALF
01:30:59","Finish Net
03:13:40","Finish Gun
03:17:16"
5392,731,5392,"Deluca, Lauren","Team
–","Team
–","HALF
01:33:09","Finish Net
03:13:40","Finish Gun
03:15:13"
5393,732,5393,"Landrum, Kelsey","Team
–","Team
–","HALF
01:34:30","Finish Net
03:13:41","Finish Gun
03:13:43"
5394,733,5394,"Mikhael, Nicole","Team
–","Team
–","HALF
01:33:54","Finish Net
03:13:41","Finish Gun
03:13:52"
5395,734,5395,"Markel, Hannah","Team
–","Team
–","HALF
01:32:15","Finish Net
03:13:42","Finish Gun
03:15:25"
5396,735,5396,"Hourihan, Sacha","Team
–","Team
–","HALF
01:33:37","Finish Net
03:13:42","Finish Gun
03:15:36"
5402,736,5402,"Busch, Caitlin","Team
–","Team
–","HALF
01:31:04","Finish Net
03:13:43","Finish Gun
03:14:23"
5404,737,5404,"Kelland, Brittany","Team
–","Team
–","HALF
01:33:32","Finish Net
03:13:43","Finish Gun
03:19:42"
5407,738,5407,"Blesch, Sarah","Team
–","Team
–","HALF
01:36:02","Finish Net
03:13:45","Finish Gun
03:18:51"
5408,739,5408,"Liu, Chunhua","Team
Seattle United Runners","Team
Seattle United Runners","HALF
01:31:26","Finish Net
03:13:45","Finish Gun
03:18:41"
5414,740,5414,"Pearson, Jordan","Team
–","Team
–","HALF
01:32:35","Finish Net
03:13:46","Finish Gun
03:15:21"
5416,741,5416,"Escobar, Glenda","Team
–","Team
–","HALF
01:28:50","Finish Net
03:13:47","Finish Gun
03:13:52"
5419,742,5419,"Siewert, Morgan","Team
Syracuse Track Club","Team
Syracuse Track Club","HALF
01:34:18","Finish Net
03:13:47","Finish Gun
03:16:00"
5421,743,5421,"Steely, Meredith","Team
–","Team
–","HALF
01:35:24","Finish Net
03:13:48","Finish Gun
03:20:38"
5422,744,5422,"Sanchez Hernandez, Patricia","Team
–","Team
–","HALF
01:37:21","Finish Net
03:13:48","Finish Gun
03:16:22"
5423,745,5423,"Ambrozova, Irena","Team
–","Team
–","HALF
01:32:08","Finish Net
03:13:48","Finish Gun
03:15:49"
5426,746,5426,"Pizzi, Becca","Team
–","Team
–","HALF
01:33:58","Finish Net
03:13:50","Finish Gun
03:15:50"
5433,747,5433,"Deeter, Tracy","Team
–","Team
–","HALF
01:29:12","Finish Net
03:13:53","Finish Gun
03:20:12"
5434,748,5434,"Velarde, Alondra","Team
–","Team
–","HALF
01:32:49","Finish Net
03:13:53","Finish Gun
03:18:30"
5437,749,5437,"Johnson, Ashley","Team
–","Team
–","HALF
01:27:36","Finish Net
03:13:54","Finish Gun
03:18:34"
5439,750,5439,"Guo, Ying","Team
–","Team
–","HALF
01:35:24","Finish Net
03:13:54","Finish Gun
03:16:56"
5453,751,5453,"Thorne, Kenedy","Team
–","Team
–","HALF
01:32:31","Finish Net
03:14:00","Finish Gun
03:16:30"
5456,752,5456,"Cartledge, Clarissa","Team
–","Team
–","HALF
01:31:10","Finish Net
03:14:00","Finish Gun
03:19:09"
5457,753,5457,"Yanovich, Maryna","Team
–","Team
–","HALF
01:36:12","Finish Net
03:14:01","Finish Gun
03:14:01"
5459,754,5459,"Ready, Erin","Team
–","Team
–","HALF
01:34:57","Finish Net
03:14:01","Finish Gun
03:16:37"
5461,755,5461,"Kennedy, Kara","Team
–","Team
–","HALF
01:34:09","Finish Net
03:14:02","Finish Gun
03:14:02"
5462,756,5462,"Lofgren, Christine","Team
–","Team
–","HALF
01:31:12","Finish Net
03:14:02","Finish Gun
03:15:59"
5474,757,5474,"Bringgold, Sydney","Team
–","Team
–","HALF
01:33:06","Finish Net
03:14:05","Finish Gun
03:15:31"
5477,758,5477,"Spring, Amelia","Team
–","Team
–","HALF
01:29:52","Finish Net
03:14:06","Finish Gun
03:22:15"
5478,759,5478,"Gao, Bibo","Team
–","Team
–","HALF
01:32:59","Finish Net
03:14:06","Finish Gun
03:19:24"
5479,760,5479,"Grindheim, Jana","Team
–","Team
–","HALF
01:34:35","Finish Net
03:14:06","Finish Gun
03:17:03"
5482,761,5482,"Rosecrans, Addie","Team
–","Team
–","HALF
01:34:46","Finish Net
03:14:06","Finish Gun
03:20:00"
5484,762,5484,"Panzer, Jamie","Team
–","Team
–","HALF
01:34:08","Finish Net
03:14:07","Finish Gun
03:14:57"
5490,763,5490,"Walsh, Megan","Team
–","Team
–","HALF
01:33:44","Finish Net
03:14:09","Finish Gun
03:21:11"
5491,764,5491,"Noble, Maggie","Team
–","Team
–","HALF
01:29:50","Finish Net
03:14:09","Finish Gun
03:20:07"
5495,765,5495,"Evans, Lauren","Team
–","Team
–","HALF
01:34:58","Finish Net
03:14:10","Finish Gun
03:18:22"
5496,766,5496,"Hussey, Caitlin","Team
Boston Athletic Association","Team
Boston Athletic Association","HALF
01:32:29","Finish Net
03:14:11","Finish Gun
03:20:53"
5497,767,5497,"Strickler, Claire","Team
–","Team
–","HALF
01:33:51","Finish Net
03:14:11","Finish Gun
03:16:17"
5500,768,5500,"Sunderlin, Molly","Team
–","Team
–","HALF
01:35:37","Finish Net
03:14:11","Finish Gun
03:18:43"
5505,769,5505,"Lanigan, Joan","Team
–","Team
–","HALF
01:33:20","Finish Net
03:14:11","Finish Gun
03:15:40"
5514,770,5514,"Sullivan, Serena","Team
–","Team
–","HALF
01:32:35","Finish Net
03:14:13","Finish Gun
03:17:43"
5517,771,5517,"Gracey, Kristina","Team
–","Team
–","HALF
01:33:15","Finish Net
03:14:14","Finish Gun
03:15:11"
5521,772,5521,"Lien, Chien-Li","Team
–","Team
–","HALF
01:32:50","Finish Net
03:14:15","Finish Gun
03:20:46"
5523,773,5523,"Hurley De Santi, Caitlin","Team
–","Team
–","HALF
01:37:00","Finish Net
03:14:16","Finish Gun
03:17:26"
5524,774,5524,"Conibear, Christine","Team
–","Team
–","HALF
01:29:50","Finish Net
03:14:16","Finish Gun
03:14:41"
5527,775,5527,"Smith, Carolyn","Team
–","Team
–","HALF
01:34:01","Finish Net
03:14:16","Finish Gun
03:15:00"
5528,776,5528,"Stephens, Alexis","Team
–","Team
–","HALF
01:37:23","Finish Net
03:14:16","Finish Gun
03:14:34"
5530,777,5530,"Holden, Brittany","Team
–","Team
–","HALF
01:35:05","Finish Net
03:14:16","Finish Gun
03:18:12"
5534,778,5534,"Nolan, Madison","Team
–","Team
–","HALF
01:33:34","Finish Net
03:14:18","Finish Gun
03:18:08"
5535,779,5535,"Brock, Austyn","Team
–","Team
–","HALF
01:34:34","Finish Net
03:14:20","Finish Gun
03:19:28"
5537,780,5537,"Schweigert, Jen","Team
–","Team
–","HALF
01:35:05","Finish Net
03:14:21","Finish Gun
03:21:53"
5541,781,5541,"Argel Ulbrich, Monica","Team
–","Team
–","HALF
01:32:27","Finish Net
03:14:21","Finish Gun
03:15:01"
5544,782,5544,"Mcdonald, Mia","Team
–","Team
–","HALF
01:32:16","Finish Net
03:14:21","Finish Gun
03:22:31"
5550,783,5550,"Weigand, Becca","Team
–","Team
–","HALF
01:34:14","Finish Net
03:14:22","Finish Gun
03:15:28"
5553,784,5553,"Eisenach, Louise","Team
–","Team
–","HALF
01:31:28","Finish Net
03:14:22","Finish Gun
03:15:20"
5559,785,5559,"Gray, Laura","Team
–","Team
–","HALF
01:34:29","Finish Net
03:14:24","Finish Gun
03:18:15"
5561,786,5561,"Duquesne, Alexia","Team
–","Team
–","HALF
01:33:57","Finish Net
03:14:24","Finish Gun
03:18:47"
5563,787,5563,"Audu, Alexandra","Team
–","Team
–","HALF
01:36:09","Finish Net
03:14:24","Finish Gun
03:18:34"
5568,788,5568,"Boor, Sonia","Team
–","Team
–","HALF
01:36:17","Finish Net
03:14:25","Finish Gun
03:17:42"
5569,789,5569,"O'Leary, Bronawyn","Team
–","Team
–","HALF
01:32:59","Finish Net
03:14:25","Finish Gun
03:16:04"
5570,790,5570,"Vassalotti, Gabby","Team
–","Team
–","HALF
01:33:31","Finish Net
03:14:26","Finish Gun
03:16:55"
5571,791,5571,"Castro Villicana, Catherine","Team
–","Team
–","HALF
01:31:59","Finish Net
03:14:26","Finish Gun
03:16:53"
5577,792,5577,"Coren, Dana","Team
–","Team
–","HALF
01:34:21","Finish Net
03:14:28","Finish Gun
03:18:28"
5579,793,5579,"Madsen, Kimmie","Team
–","Team
–","HALF
01:30:58","Finish Net
03:14:28","Finish Gun
03:19:41"
5580,794,5580,"Vukelic, Tara","Team
–","Team
–","HALF
01:33:50","Finish Net
03:14:29","Finish Gun
03:18:28"
5582,795,5582,"Hodges, Bri","Team
–","Team
–","HALF
01:37:30","Finish Net
03:14:29","Finish Gun
03:14:45"
5595,796,5595,"Blanco Calderón, Andrea","Team
–","Team
–","HALF
01:31:38","Finish Net
03:14:33","Finish Gun
03:15:33"
5602,797,5602,"Seynders, Kacy","Team
–","Team
–","HALF
01:32:46","Finish Net
03:14:35","Finish Gun
03:16:19"
5603,798,5603,"Boessen, Jane","Team
–","Team
–","HALF
01:35:07","Finish Net
03:14:36","Finish Gun
03:16:02"
5607,799,5607,"Ruest, Vanessa","Team
–","Team
–","HALF
01:35:00","Finish Net
03:14:37","Finish Gun
03:19:18"
5611,800,5611,"Harrington, Logan","Team
–","Team
–","HALF
01:32:19","Finish Net
03:14:38","Finish Gun
03:16:18"
5615,801,5615,"Muckian, Sarah","Team
–","Team
–","HALF
01:29:21","Finish Net
03:14:39","Finish Gun
03:14:41"
5616,802,5616,"Iannone, Danielle","Team
–","Team
–","HALF
01:34:28","Finish Net
03:14:39","Finish Gun
03:17:19"
5618,803,5618,"Hillis, Katie","Team
–","Team
–","HALF
01:35:12","Finish Net
03:14:40","Finish Gun
03:20:47"
5620,804,5620,"Mokashi, Saijel","Team
–","Team
–","HALF
01:34:07","Finish Net
03:14:40","Finish Gun
03:18:52"
5621,805,5621,"Harvey, Natasha","Team
–","Team
–","HALF
01:33:19","Finish Net
03:14:40","Finish Gun
03:15:33"
5622,806,5622,"Melisse, Renee","Team
–","Team
–","HALF
01:26:06","Finish Net
03:14:40","Finish Gun
03:15:03"
5625,807,5625,"Laurence, Anna","Team
–","Team
–","HALF
01:29:42","Finish Net
03:14:41","Finish Gun
03:20:10"
5627,808,5627,"Basta, Yong-Son","Team
–","Team
–","HALF
01:32:52","Finish Net
03:14:42","Finish Gun
03:18:36"
5635,809,5635,"Johnson, Sara","Team
–","Team
–","HALF
01:34:06","Finish Net
03:14:44","Finish Gun
03:15:31"
5636,810,5636,"Harlow, Olivia","Team
–","Team
–","HALF
01:36:24","Finish Net
03:14:45","Finish Gun
03:15:38"
5639,811,5639,"Doherty, Katherine","Team
Central Park Track Club- Tracksmith","Team
Central Park Track Club- Tracksmith","HALF
01:37:24","Finish Net
03:14:45","Finish Gun
03:22:23"
5641,812,5641,"Hughes, Juliana","Team
–","Team
–","HALF
01:34:11","Finish Net
03:14:46","Finish Gun
03:15:15"
5642,813,5642,"Lorentz, Brooke","Team
–","Team
–","HALF
01:33:47","Finish Net
03:14:46","Finish Gun
03:22:34"
5644,814,5644,"Bowen, Danielle","Team
–","Team
–","HALF
01:33:44","Finish Net
03:14:46","Finish Gun
03:18:15"
5654,815,5654,"Welsch, Britta","Team
–","Team
–","HALF
01:37:04","Finish Net
03:14:50","Finish Gun
03:15:14"
5658,816,5658,"Aguilar, Denisse","Team
–","Team
–","HALF
01:35:55","Finish Net
03:14:51","Finish Gun
03:16:20"
5660,817,5660,"Ramirez Saucedo, Paola","Team
–","Team
–","HALF
01:34:02","Finish Net
03:14:51","Finish Gun
03:15:09"
5661,818,5661,"Ramstead, Jill","Team
–","Team
–","HALF
01:34:48","Finish Net
03:14:51","Finish Gun
03:15:57"
5664,819,5664,"Crowell, Grace","Team
–","Team
–","HALF
01:34:22","Finish Net
03:14:52","Finish Gun
03:15:49"
5668,820,5668,"Fisher, Dianne","Team
CLE Racing","Team
CLE Racing","HALF
01:32:42","Finish Net
03:14:52","Finish Gun
03:16:29"
5669,821,5669,"Laird, Maggie","Team
–","Team
–","HALF
01:35:57","Finish Net
03:14:53","Finish Gun
03:21:24"
5670,822,5670,"Bright, Haley","Team
–","Team
–","HALF
01:35:42","Finish Net
03:14:53","Finish Gun
03:20:49"
5673,823,5673,"Jones, Rachel","Team
Charlotte Running Club","Team
Charlotte Running Club","HALF
01:34:24","Finish Net
03:14:54","Finish Gun
03:18:01"
5674,824,5674,"Cecil, Kayla","Team
–","Team
–","HALF
01:38:01","Finish Net
03:14:54","Finish Gun
03:21:23"
5677,825,5677,"Scanlan, Sierra","Team
DWRunning","Team
DWRunning","HALF
01:33:24","Finish Net
03:14:55","Finish Gun
03:16:22"
5681,826,5681,"Yarid, Oriana","Team
San Diego Track Club","Team
San Diego Track Club","HALF
01:33:29","Finish Net
03:14:55","Finish Gun
03:16:36"
5689,827,5689,"Eklöf, Kristin","Team
–","Team
–","HALF
01:35:48","Finish Net
03:14:57","Finish Gun
03:19:55"
5700,828,5700,"Mcclowry, Megan","Team
–","Team
–","HALF
01:36:09","Finish Net
03:15:00","Finish Gun
03:20:57"
5701,829,5701,"Vella, Juliana","Team
–","Team
–","HALF
01:34:06","Finish Net
03:15:00","Finish Gun
03:21:12"
5702,830,5702,"Williams, Sydney","Team
–","Team
–","HALF
01:35:54","Finish Net
03:15:00","Finish Gun
03:20:57"
5703,831,5703,"Zmaj, Andrea","Team
–","Team
–","HALF
01:33:59","Finish Net
03:15:01","Finish Gun
03:21:14"
5704,832,5704,"Li, Stephanie","Team
–","Team
–","HALF
01:36:41","Finish Net
03:15:01","Finish Gun
03:16:39"
5709,833,5709,"Kinney, Shannon","Team
–","Team
–","HALF
01:26:27","Finish Net
03:15:05","Finish Gun
03:19:45"
5713,834,5713,"Shirriff, Katherine","Team
–","Team
–","HALF
01:35:49","Finish Net
03:15:06","Finish Gun
03:17:01"
5728,835,5728,"Mcdonnell, Rose","Team
–","Team
–","HALF
01:36:27","Finish Net
03:15:10","Finish Gun
03:19:47"
5730,836,5730,"Almendra, Ana Luiza","Team
–","Team
–","HALF
01:34:06","Finish Net
03:15:11","Finish Gun
03:21:20"
5743,837,5743,"Hazle, Lexy","Team
Outta Pocket Track Club","Team
Outta Pocket Track Club","HALF
01:30:05","Finish Net
03:15:16","Finish Gun
03:15:48"
5745,838,5745,"Tsujiguchi Duarte, Ana Claudia","Team
–","Team
–","HALF
01:36:21","Finish Net
03:15:17","Finish Gun
03:23:58"
5746,839,5746,"Chazy, Claudia","Team
–","Team
–","HALF
01:36:08","Finish Net
03:15:17","Finish Gun
03:17:11"
5752,840,5752,"Tavella, Kate","Team
–","Team
–","HALF
01:33:56","Finish Net
03:15:18","Finish Gun
03:16:08"
5754,841,5754,"Chuter, Bonnie","Team
–","Team
–","HALF
01:35:53","Finish Net
03:15:18","Finish Gun
03:22:50"
5755,842,5755,"Renzi, Samantha","Team
–","Team
–","HALF
01:36:22","Finish Net
03:15:19","Finish Gun
03:18:50"
5757,843,5757,"Metzger, Stefania","Team
–","Team
–","HALF
01:36:50","Finish Net
03:15:20","Finish Gun
03:22:24"
5765,844,5765,"Felix, Elizabeth","Team
–","Team
–","HALF
01:31:39","Finish Net
03:15:22","Finish Gun
03:15:23"
5768,845,5768,"Martinez Zuñiga, Karen","Team
–","Team
–","HALF
01:34:56","Finish Net
03:15:23","Finish Gun
03:22:48"
5769,846,5769,"Koloski, Elizabeth","Team
–","Team
–","HALF
01:36:56","Finish Net
03:15:23","Finish Gun
03:20:31"
5771,847,5771,"Taylor, Alexandra","Team
–","Team
–","HALF
–","Finish Net
03:15:23","Finish Gun
03:23:44"
5773,848,5773,"Rettelle, Maggie","Team
–","Team
–","HALF
01:33:33","Finish Net
03:15:23","Finish Gun
03:16:05"
5774,849,5774,"Garcia Hoyos, Catalina","Team
–","Team
–","HALF
01:35:56","Finish Net
03:15:24","Finish Gun
03:16:30"
5779,850,5779,"Klein, Miranda","Team
–","Team
–","HALF
01:36:09","Finish Net
03:15:26","Finish Gun
03:19:07"
5780,851,5780,"Webb, Pamela","Team
–","Team
–","HALF
01:34:45","Finish Net
03:15:26","Finish Gun
03:19:26"
5788,852,5788,"Pliskin, Melanie","Team
–","Team
–","HALF
01:30:05","Finish Net
03:15:29","Finish Gun
03:15:49"
5791,853,5791,"Latremouille, Georgia","Team
–","Team
–","HALF
01:29:17","Finish Net
03:15:30","Finish Gun
03:18:23"
5792,854,5792,"Bewley, Robin","Team
–","Team
–","HALF
01:33:18","Finish Net
03:15:30","Finish Gun
03:16:20"
5794,855,5794,"Loeb, Torey","Team
–","Team
–","HALF
01:35:27","Finish Net
03:15:31","Finish Gun
03:24:41"
5795,856,5795,"Imboden, Kate","Team
–","Team
–","HALF
01:36:20","Finish Net
03:15:31","Finish Gun
03:18:20"
5802,857,5802,"Grossman, Jamie","Team
–","Team
–","HALF
01:33:25","Finish Net
03:15:33","Finish Gun
03:23:13"
5805,858,5805,"Hawryluk, Krystina","Team
–","Team
–","HALF
01:36:17","Finish Net
03:15:35","Finish Gun
03:23:14"
5810,859,5810,"Moore, Alyssa","Team
–","Team
–","HALF
01:33:20","Finish Net
03:15:37","Finish Gun
03:19:08"
5816,860,5816,"Nyurgechova, Alexandra","Team
–","Team
–","HALF
01:29:43","Finish Net
03:15:38","Finish Gun
03:15:54"
5818,861,5818,"Mills, Kimberly","Team
–","Team
–","HALF
01:33:13","Finish Net
03:15:38","Finish Gun
03:19:45"
